PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
HZqlD,r1bq1rk1/pp2ppb1/7p/2pp2p1/3P4/2P2P1P/PPQ2P2/RB3RK1 b - - 0 18,c5d4 c2h7,476,100,97,1135,mate mateIn1 middlegame oneMove,https://lichess.org/ASCViTCB/black#36,Zukertort_Opening Zukertort_Opening_Lemberger_Gambit
YklWg,8/8/2b1p3/1pP1k2p/1P6/4K2P/4N3/8 b - - 3 40,e5f5 e2d4 f5e5 d4c6,895,86,93,341,crushing endgame fork short,https://lichess.org/6I3zJjki/black#80,
pCIzi,2kr1b1r/pb3pp1/1p2p2p/2p1q2P/4Nn2/2PB2B1/PPQ2PP1/2KRR3 b - - 5 18,e5f5 e4d6 f8d6 d3f5,897,83,71,65,crushing discoveredAttack middlegame short,https://lichess.org/YYs8V7Ch/black#36,Benoni_Defense Benoni_Defense_Old_Benoni
NWdrb,8/5p2/1R4p1/1R5p/1p3P1P/5kPK/8/1r6 w - - 17 55,b5b4 b1h1,827,78,100,116,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/11OkrxtO#109,
ppKcP,2r1k2r/3p1pp1/p3p2p/1q2P3/3Q4/B4P2/1PP2P1P/2KR4 b k - 1 23,b5c4 d4d7,817,84,91,207,endgame mate mateIn1 oneMove,https://lichess.org/r6S1V9w5/black#46,
vBRiK,r1b2rk1/ppp2ppp/8/2N1q3/2p1P1n1/3P4/PPP3PP/R1BQ1R1K w - - 0 13,c5a4 e5h2,670,108,97,571,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/6PbvHcnr#25,Bishops_Opening Bishops_Opening_Vienna_Hybrid
r17hx,2r5/pb3p1k/5Ppp/1p2P3/1P1R3P/7q/3QN1P1/7K w - - 3 38,h1g1 h3g2,813,78,87,124,endgame mate mateIn1 oneMove,https://lichess.org/JziZD9tu#75,
OtVeB,1k1r3r/pp3p2/2nq4/5Bp1/P3p3/3P4/1PPN1PPP/R2Q1RK1 w - - 1 18,d2e4 d6h2,520,110,100,74,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sSz3Xf0p#35,Alekhine_Defense Alekhine_Defense_Scandinavian_Variation
cGSaH,1r6/4p3/8/8/5k2/PK6/8/2R5 w - - 1 56,b3c4 b8c8 c4d3 c8c1,804,99,67,87,crushing endgame master rookEndgame short skewer,https://lichess.org/yWWoK6FR#111,
LoIwZ,7k/pp3p1p/4p3/4Pn2/1P1P1P2/r7/7R/3R1K2 w - - 2 32,h2g2 f5e3 f1g1 e3d1,890,99,94,228,crushing endgame fork short,https://lichess.org/wH19suNU#63,
R55uI,r3k1r1/pp3p2/2pp3p/8/4P3/2P1Pn1q/PP2R3/RN3Q1K w q - 0 21,f1h3 g8g1,763,89,100,89,arabianMate mate mateIn1 middlegame oneMove,https://lichess.org/bZmwnN3X#41,
rwJTJ,2r2rk1/pp2ppbp/5np1/3PQ3/Nq2P3/1P6/PB3PPP/R4RK1 b - - 0 17,f6e4 e5g7,702,85,71,58,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/ff1ZZS8Z/black#34,Sicilian_Defense Sicilian_Defense_Alapin_Variation
cevwu,1k6/1b4R1/5p2/4p3/5b2/1K3P2/8/7B w - - 0 54,g7f7 b7d5 b3c3 d5f7,818,105,96,2218,crushing endgame fork short,https://lichess.org/aMzVQKki#107,
4IjEJ,r3r3/pp3ppp/2pk1n2/3p1b2/8/5B2/PPPP1PPP/R1B1R1K1 w - - 8 17,d2d3 e8e1,631,98,94,1000,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/3KDBjuVn#33,Four_Knights_Game Four_Knights_Game_Spanish_Variation
Y4IYg,6k1/R1p2pp1/4b3/3r2B1/3rB3/4K3/8/8 b - - 11 39,d5g5 a7a8 e6c8 a8c8 d4d8 c8d8,769,78,100,154,endgame long mate mateIn3 pillsburysMate,https://lichess.org/m4M3YI1E/black#78,
kqMQU,6k1/5p1p/p3pPpQ/4P3/1Pq5/P2p4/6PP/4K3 b - - 1 52,c4c2 h6g7,818,80,98,1338,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/2z90O6U5/black#104,
1r57f,r1b3rk/ppp2p1Q/1q3Pp1/3pP3/2R5/3B4/PB4PP/5R1K b - - 0 23,h8h7 c4h4,848,90,93,878,master mate mateIn1 middlegame oneMove,https://lichess.org/7cNKsawN/black#46,
ehEy1,r3kbnr/pppq1ppp/2n5/3pP3/6b1/4PNP1/PPP2PBP/RNBQK2R b KQkq - 0 6,c6e5 f3e5 g4d1 e5d7,809,83,84,90,crushing hangingPiece opening short,https://lichess.org/1auL7E9G/black#12,Hungarian_Opening Hungarian_Opening_Other_variations
LMF4W,7k/1p2q1pp/1P6/2rRQb2/2P5/7P/4BPP1/6K1 b - - 0 29,e7e5 d5d8 e5e8 d8e8,794,80,100,100,backRankMate endgame mate mateIn2 short,https://lichess.org/A9KpLxBV/black#58,
8yeYC,1R6/4q2p/2r3R1/2p1p1Pk/1p3P2/2P4P/P7/6K1 b - - 0 36,h7g6 b8h8 e7h7 h8h7,711,99,88,381,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/jp0Zl226/black#72,
hmHsc,6k1/2R2pp1/4pb2/8/8/4B1P1/r4PPK/8 w - - 2 30,g3g4 f6e5 h2h3 e5c7,834,99,93,253,advantage endgame fork short,https://lichess.org/ypCiP8Mr#59,
CF9LA,5Q2/1bR2ppk/4p1Pn/1p1p4/5P1p/1P2P2P/r3q3/6K1 b - - 0 38,f7g6 f8g7,663,108,94,953,endgame mate mateIn1 oneMove,https://lichess.org/8AvlcPVN/black#76,
pOYRu,4r3/5N1p/p1b1r1k1/2p5/3p2P1/4p1B1/PPP4K/R4R2 w - - 1 34,f7e5 e6e5 g3e5 e8e5,571,99,91,266,advantage master middlegame short,https://lichess.org/4plvmczv#67,
EyTG8,rn1k4/pp2p1b1/2ppP1Br/4q1p1/2P5/2N5/PPQ2PPP/R4RK1 w - - 3 18,g6f7 e5h2,863,107,73,35,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/pAkzC5nD#35,Zukertort_Opening Zukertort_Opening_Dutch_Variation
44o82,5k2/4p2p/6p1/5n2/4p3/P1P2B1P/1P4P1/7K w - - 0 41,f3e4 f5g3 h1g1 g3e4,633,102,79,425,advantage endgame fork master short,https://lichess.org/S9B9gDIz#81,
icsQv,2q3k1/5pp1/1p1R1n1p/2p1p3/2P1P3/rP2B1Pb/5PB1/3Q2K1 b - - 1 28,h3g2 d6d8 c8d8 d1d8,810,92,85,467,crushing fork middlegame short,https://lichess.org/mcw7HerG/black#56,
m7cks,5k2/pb3ppp/8/1pp1Pq2/5Pn1/1BP3P1/P6P/K2Q4 b - - 0 29,g4f2 d1d8,584,92,69,231,endgame mate mateIn1 oneMove,https://lichess.org/R6WtVWjs/black#58,
bFIL5,1r3b1k/5Rp1/3p1p1p/2pB4/2P5/3n4/3B2PP/Rr4K1 w - - 2 42,a1b1 b8b1 d2e1 b1e1,860,83,74,155,mate mateIn2 middlegame short,https://lichess.org/5canFaRp#83,
dcywp,3Q1rk1/4Rppp/p7/3p4/3B4/1P4Pq/P4P2/4R1K1 b - - 0 27,f8d8 e7e8 d8e8 e1e8,560,98,90,656,endgame mate mateIn2 short,https://lichess.org/o2tYKMzm/black#54,
sp5RH,2r5/1R3p2/2P1p3/p3P1p1/P2P1k2/2p2P2/4K2P/8 b - - 1 41,c8c6 b7f7,572,91,96,178,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/zwE1nseB/black#82,
0jdvV,1r6/pp6/8/4pkP1/2P2p1r/3P1Q1K/P7/8 w - - 0 33,h3h4 b8h8 f3h5 h8h5 h4h5 f4f3,730,86,96,425,crushing endgame long queenRookEndgame,https://lichess.org/0vd3zFCY#65,
ywPv3,3r2k1/4Npp1/8/2Q4p/2P5/P7/KP6/4q3 b - - 5 38,g8h8 c5h5,846,111,83,30,endgame mate mateIn1 oneMove,https://lichess.org/Ocbsw08C/black#76,
CyuZs,r5k1/p1pp1rpp/1pn1pq2/7R/2PPQ3/P1P5/3B1P1P/2KR4 b - - 6 18,a8f8 e4h7,729,94,73,79,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/neBV3MWd/black#36,Dutch_Defense Dutch_Defense_Queens_Knight_Variation
MX56k,2kr1b1r/1ppqp1pp/2P2n2/5p2/5B2/3P1b1P/1PP1BPP1/R2Q1RK1 b - - 0 13,f3c6 a1a8,846,103,97,1221,mate mateIn1 oneMove opening,https://lichess.org/dTiSi76n/black#26,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
usCm2,8/8/2R5/4p1pk/1P2P2p/5R2/q7/5K2 b - - 0 50,g5g4 f3f5,663,82,100,253,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/dL2JNFd7/black#100,
IoAQn,2N3k1/p4ppp/5n2/8/2Pr4/Pr6/5PPP/3R2K1 w - - 0 25,d1d4 b3b1 d4d1 b1d1,535,106,78,139,backRankMate endgame mate mateIn2 short,https://lichess.org/wG5VDztl#49,
w2HGl,rn3rk1/p4ppp/2p1p3/8/1p1P2q1/2N1P1P1/PPQ2PKR/R1B5 b - - 0 19,b4c3 c2h7,846,88,90,82,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/1G3H5IQN/black#38,
VTxMb,6Q1/2k5/5R2/1b6/3P4/2P1q3/6PP/5K2 w - - 2 44,g8c4 b5c4,658,114,95,837,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/ZOxneRmC#87,
k6Fmm,2r3k1/p4ppp/bp6/8/P2P4/1P2BQ2/4rPPP/R1q3K1 w - - 0 26,a1c1 c8c1 e3c1 e2e1,715,83,100,439,backRankMate endgame mate mateIn2 short,https://lichess.org/udCsuvdR#51,
2Mv1e,6k1/n3R3/6K1/6p1/r1p5/2p3P1/8/8 b - - 3 62,a4a5 e7e8,841,82,74,203,endgame master mate mateIn1 oneMove,https://lichess.org/fX4q9cqW/black#124,
5p0XD,8/8/6nk/p5q1/P3Rn1p/2P1Q2P/6P1/6K1 w - - 1 46,g1h2 g5g2,651,88,71,170,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/w6vXJrxh#91,
6MMIR,r1bQ1rk1/1p3ppp/p3p3/8/4P3/2b2N2/PPP2PPP/3R1RK1 b - - 0 14,f8d8 d1d8,643,98,100,66,backRankMate master mate mateIn1 middlegame oneMove,https://lichess.org/H2ITDPU1/black#28,Sicilian_Defense Sicilian_Defense_Closed
